Tweet URL,Created At,Text,Tweet ID,Likes,Retweets,Replies,Hashtags,Mentions,URLs,tag,sentiment
https://x.com/cityandguilds/status/1895402359448043645,2025-02-28 09:15:12,"Wishing everyone celebrating a peaceful and blessed Ramadan a month filled with reflection, joy, and prosperity.#RamadanMubarak",Unknown,Unknown,Unknown,Unknown,#RamadanMubarak,@cityandguilds,,phrase_plus_2025,positive
https://x.com/ableskills/status/1895776318295318549,2025-03-01 10:01:10,"The Introduction to Plastering course is suitable for DIY plasterers and property renovators. 

It's a chance to learn the basic skills so you'll be able to competently plaster walls and ceilings.https://ableskills.co.uk/plastering-courses/city-guilds-introduction-to-plastering/…",Unknown,Unknown,Unknown,Unknown,,@ableskills,https://t.co/Z8RpqGUNqD,phrase_plus_2025,positive
https://x.com/ableskills/status/1896458074627465222,2025-03-03 07:10:14,"Many practical benefits come with learning a new skill like carpentry.

From being able to carry out basic repairs to tackling home improvements and renovations, all without relying on a tradesperson.  

Want to find out more?https://ow.ly/Ujeq50TTPWL",Unknown,Unknown,Unknown,Unknown,,@ableskills,https://t.co/EX1rjbjZQU,phrase_plus_2025,positive
https://x.com/OverseasExams/status/1896660288998359489,2025-03-03 20:33:45,"#JobOpeningWe seeking dedicated individuals for the role of Examination Supervisor for CXC,City & Guilds, NCTVET, & Cambridge Exams. See images for details and submit your resume and a brief cover letter to supervisor@overseasexams.org.jm by MONDAY, March 10, 2025.",Unknown,Unknown,Unknown,Unknown,#JobOpening,@OverseasExams,,phrase_plus_2025,neutral
https://x.com/InstNeighbour/status/1896853453911335330,2025-03-04 09:21:19,"Project SEARCH Aberdeen
A one-year internship helping young people (16-24) with learning disabilities & autism gain skills & work experience. With 3 placements at@aberdeenuni+ aCity & GuildsLevel 1 Certificate, it boosts employability—10x the national average!#Inclusion",Unknown,Unknown,Unknown,Unknown,#Inclusion,"@InstNeighbour, @aberdeenuni",,phrase_plus_2025,positive
https://x.com/Agriculturaljob/status/1896500819039502508,2025-03-03 10:00:05,"City & GuildsJobs of the Week!If you would like to find out further information on these job roles and to apply, please visit our partner spotlight page on our website;https://buff.ly/4aVcSka#agrifj#agriculturalandfarmingjobs#cityandguilds#landbasedopportunities",Unknown,Unknown,Unknown,Unknown,"#agrifj, #agriculturalandfarmingjobs, #cityandguilds, #landbasedopportunities",@Agriculturaljob,https://t.co/C2HX8Wzk7x,phrase_plus_2025,neutral
https://x.com/TyresNTDA/status/1896893388215009547,2025-03-04 12:00:00,"Licence to Fit, March 17-21st

The program is regarded as the industry standard for training tyre technicians. Upon successfully completing the course, both new & experienced technicians earn an industry-recognizedCity & Guildsaccreditation.https://tinyurl.com/NTDATyres",Unknown,Unknown,Unknown,Unknown,,@TyresNTDA,https://t.co/ZeCXwtlx8J,phrase_plus_2025,positive
https://x.com/cityandguilds/status/1895477861898702969,2025-02-28 14:15:13,"We’d like to wish chef, presenter, author, and former@cityandguildscatering learner@AinsleyFoodsa very happy birthday!Our CEO,@K_DonnellyCEO, caught up with Ainsley to reflect on his time at college.

Watch it here:https://cityandguilds.com/about-us/inspire…#SkillsChangeLives",Unknown,Unknown,Unknown,Unknown,#SkillsChangeLives,"@cityandguilds, @cityandguilds, @AinsleyFoods, @K_DonnellyCEO",https://t.co/65daI39VRi,phrase_plus_2025,positive
https://x.com/cityandguilds/status/1895817361544151149,2025-03-01 12:44:16,"Happy St David’s Day!Today, our colleagues@AngharadCandG, Sian Beddis, and Andrew Marubbi share the skills development themes they’re most passionate about and committed to driving forward in Wales.#StDavidsDay#Wales#SkillsDevelopment",Unknown,Unknown,Unknown,Unknown,"#StDavidsDay, #Wales, #SkillsDevelopment","@cityandguilds, @AngharadCandG",,phrase_plus_2025,positive
https://x.com/suttoncollege/status/1896274338338246761,2025-03-02 19:00:07,"Green fingers but no garden?
Our Allotment and Healthy living class is just the ticket! This Level 1 qualification will teach you all the basics, from preparing your plot to picking your produce. For some learners, it's completely free!
Seehttps://bit.ly/3EEz7yE",Unknown,Unknown,Unknown,Unknown,,@suttoncollege,https://t.co/2mdeZVfe73,phrase_plus_2025,positive
https://x.com/OmbudsmanTweets/status/1896877908788117844,2025-03-04 10:58:30,"OurCity & Guildsaccredited course on Consumer Law and Customer Service is taking place on 25 & 26 March.You can reserve your place on our website,https://lnkd.in/dUDT8nvcor over the phone0333 241 3209#customerservice#consumerlaw#ADR#complaintshandling#training",Unknown,Unknown,Unknown,Unknown,"#customerservice, #consumerlaw, #ADR, #complaintshandling, #training",@OmbudsmanTweets,https://t.co/xemsFZ8px8,phrase_plus_2025,neutral
https://x.com/ableskills/status/1896893527671407053,2025-03-04 12:00:34,Find out why Jack chose Able Skills for hisCity & GuildsTiling Course and how his newly learned skills will help with his new career.,Unknown,Unknown,Unknown,Unknown,,@ableskills,"https://t.co/M2QYiV1eFO, https://t.co/M2QYiV1eFO",phrase_plus_2025,positive
https://x.com/1NTS/status/1895323096996876586,2025-02-28 04:00:14,"At the end of our 2 daysCity & Guildsaccredited#RiskAssessmentTraintheTrainercourse, you will be able to train other people who have little or no knowledge or experience in health and safety in basic risk assessment techniques.https://ntstraining.co.uk/trainer-courses/risk-assessment-train-the-trainer/…#CityandGuildsApproved",Unknown,Unknown,Unknown,Unknown,"#RiskAssessmentTraintheTrainer, #CityandGuildsApproved","NTS@Health&Safety, @1NTS",https://t.co/CLvv8XT3Ca,phrase_plus_2025,neutral
https://x.com/GoldcrossHSE/status/1896811866376098042,2025-03-04 06:36:04,"We provide high-quality accredited courses and are one of the UK’s leading independent#healthandsafetytrainingcompany’s.

Our courses are accredited by recognised bodies, including#CITB,#IOSH,#NEBOSH,#NUCO(#FirstAid),City & Guildshttps://goldcross-training.co.uk02036335505",Unknown,Unknown,Unknown,Unknown,"#healthandsafetytraining, #CITB, #IOSH, #NEBOSH, #NUCO, #FirstAid",@GoldcrossHSE,https://t.co/6luBXuH6c9,phrase_plus_2025,positive
https://x.com/cityandguilds/status/1896632439914877421,2025-03-03 18:43:06,"It's fantastic to see@SalfordSCCGrouprecognised for their outstanding employer engagement. This is a crucial aspect of providing relevant and effective education. 
Congratulations!#CollegesWeek2025#AoCBeacons",Unknown,Unknown,Unknown,Unknown,"#CollegesWeek2025, #AoCBeacons","@cityandguilds, @SalfordSCCGroup",,phrase_plus_2025,positive
https://x.com/BSEEMagazine/status/1896597579477241873,2025-03-03 16:24:34,Become and associate withCity & Guilds,Unknown,Unknown,Unknown,Unknown,,@BSEEMagazine,"https://t.co/0gzFltr3ah, https://t.co/0gzFltr3ah",phrase_plus_2025,neutral
