Tweet URL,Created At,Text,Tweet ID,Likes,Retweets,Replies,Hashtags,Mentions,URLs,tag,sentiment
https://x.com/CaldygcGreens/status/1473656779888373777,2021-12-22T14:08:50.000Z,"Want to congratulate our Apprentice Lukasz, who recently achieved a distinction for hisCity & Guildsgreenkeeping qualification. He has also been nominated for an award to recognise the fact that he's working in his second language. Still got the course practical to do#BOOM",Unknown,Unknown,Unknown,Unknown,#BOOM,@CaldygcGreens,,phrase_2021_amp,positive
https://x.com/TipperaryETB/status/1465633843290034179,2021-11-30T10:48:33.000Z,"Dry Lining specialist, Seamus from RS Construction shared his thoughts on why it's a ""no brainer"" for an employer to hire learners from theCity & GuildsLevel 2 Diploma in#DryLiningcourse, that's offered in#TipperaryTown.
Thanks Seamus",Unknown,Unknown,Unknown,Unknown,"#DryLining, #TipperaryTown",@TipperaryETB,,phrase_2021_amp,positive
https://x.com/cityandguilds/status/1474303994113806373,2021-12-24T09:00:38.000Z,Season's greetings!,Unknown,Unknown,Unknown,Unknown,,@cityandguilds,,phrase_2021_amp,positive
https://x.com/StokesCoffee/status/1471895504560738311,2021-12-17T17:30:09.000Z,TrainingOur certified Barista Trainers provide training including BSA Skills andCity & Guildscourses. We also offer team-building and coffee & tea experiences at our dedicated Barista Centre!#Training#Barista#BaristaSkills,Unknown,Unknown,Unknown,Unknown,"#Training, #Barista, #BaristaSkills",@StokesCoffee,,phrase_2021_amp,positive
https://x.com/GreatwoodHorses/status/1407250527726022659,2021-06-22T08:14:05.000Z,"We would like to congratulate one of our integral team members, Liam, for successfully passing hisCity & Guildsqualification in Agricultural Tractor Driving.#tuesdayvibe",Unknown,Unknown,Unknown,Unknown,#tuesdayvibe,@GreatwoodHorses,,phrase_2021_amp,positive
https://x.com/K_DonnellyCEO/status/1466095350905778184,2021-12-01T17:22:25.000Z,"Always a highlight of my year - celebrating all our fabulousCity & Guildscolleagues who have won an#AmpersandAwardfor their amazing achievements. More nominations than any other year, demonstrating the huge value and appreciation our colleagues have for their peers.#Proud",Unknown,Unknown,Unknown,Unknown,"#AmpersandAward, #Proud",@K_DonnellyCEO,,phrase_2021_amp,positive
https://x.com/K_DonnellyCEO/status/1452890388230983681,2021-10-26T06:50:36.000Z,"Today marks the anniversary of whenCity & Guildswas presented with its Royal Charter by Queen Victoria back in 1900 and we're proud to have been living our purpose through it ever since - helping people, organisations and economies develop their skills for growth.

1/4",Unknown,Unknown,Unknown,Unknown,,@K_DonnellyCEO,,phrase_2021_amp,positive
https://x.com/CityGuildsNtns/status/1474319284650266626,2021-12-24T10:01:23.000Z,Ydy'ch Canolfan chi am fod yn rhan o ddarparu cyfres newydd o gymwysterau#Adeiladua#PeiriannegGwasanaethauAdeiladuy gellir eu hariannu yng Nghymru? Gallwch wneud cais mewn 3  cham hawdd heddiw:http://ow.ly/uW9t50HifqT#SgiliauiGymru,Unknown,Unknown,Unknown,Unknown,"#Adeiladu, #PeiriannegGwasanaethauAdeiladu, #SgiliauiGymru",@CityGuildsNtns,https://t.co/jYFa1SDuOB,phrase_2021_amp,neutral
https://x.com/CityGuildsNtns/status/1467836467200339972,2021-12-06T12:40:59.000Z,"Looking for support or have questions about the new qualifications that have been introduced in Wales this year? 

Whether you are a Learner, Employer or Centre —  you can find answers in the support section of our website:https://skillsforwales.wales/supports#skillsforwales",Unknown,Unknown,Unknown,Unknown,#skillsforwales,@CityGuildsNtns,https://t.co/fRoLFLjasa,phrase_2021_amp,neutral
https://x.com/academy_assisi/status/1465975491161210885,2021-12-01T09:26:08.000Z,Our Year 10 students have gained aCity & GuildsLevel 3 in Painting & Decorating after two days working on The Shining Lights Sport Centre in St Helens with@VIYproject@asfahos,Unknown,Unknown,Unknown,Unknown,,"@academy_assisi, @VIYproject, @asfahos",,phrase_2021_amp,positive
