Tweet URL,Created At,Text,Tweet ID,Likes,Retweets,Replies,Hashtags,Mentions,URLs,tag,sentiment
https://x.com/APAIRLtd/status/1875185250210631925,2025-01-03 14:19:37,"Something for the weekend? How about a#Fgaslicence! 
Congrats to staff members, Andrea, Carlos & Noah who completed their mobile#aircontraining and passed the#CityandGuildsexam with Paul Hall#airconditioning#technicaltraining#refrigeranthandling#R134a#AirConExperts",Unknown,Unknown,Unknown,Unknown,"#Fgas, #aircon, #CityandGuilds, #airconditioning, #technicaltraining, #refrigeranthandling, #R134a, #AirConExperts",@APAIRLtd,,hashtag_2025,positive
https://x.com/APAIRLtd/status/1895134160303354305,2025-02-27 15:29:28,to Paul Hall who delivered his 100th#cityandguilds#aircon#trainingcourse of 2025 todaySam Ingles from@chandlersfewas lucky candidate number 100 who not only gained his#Fgaslicence but also a celebratory OK-10 cool box packed with goodies#agriculture#apprentice,Unknown,Unknown,Unknown,Unknown,"#cityandguilds, #aircon, #training, #Fgas, #agriculture, #apprentice","@APAIRLtd, @chandlersfe",,hashtag_2025,positive
https://x.com/SouthwarkColl/status/1890446254875832504,2025-02-14 17:01:24,"Congratulations to our Digital Learning Facilitator at Southwark College, Emily Nicol, who has completed her Customer Service Practitioner Level 2 apprenticeship with City and Guilds!#NAW2025#Apprenticeships#SouthwarkCollege#EmployeeSuccess#SkillsForLife#CityAndGuilds",Unknown,Unknown,Unknown,Unknown,"#NAW2025, #Apprenticeships, #SouthwarkCollege, #EmployeeSuccess, #SkillsForLife, #CityAndGuilds",@SouthwarkColl,,hashtag_2025,positive
https://x.com/APAIRLtd/status/1880232213641588898,2025-01-17 12:34:27,"Fully (#Fgas) certifiedCongrats to Andrea, Noah & Carlos who received their#CityandGuildscertificates from Paul Hall at HQ today.If you'd like to know more about our mobile#airconditioningcourses, pleasefor Andrea on 01453 891320#refrigeranthandling#R134a",Unknown,Unknown,Unknown,Unknown,"#Fgas, #CityandGuilds, #airconditioning, #refrigeranthandling, #R134a",@APAIRLtd,,hashtag_2025,positive
https://x.com/APAIRLtd/status/1884542731583701468,2025-01-29 10:02:54,Every day is an#aircon#trainingday for Paul Hall & today he was setting#CityandGuildsexams for technicians at@bcagriservicesCongrats to the guys for earning their#Fgaslicence#fgasqualification#R134a#refrigerant#refrigeranthandling#agengineering#acservice,Unknown,Unknown,Unknown,Unknown,"#aircon, #training, #CityandGuilds, #Fgas, #fgasqualification, #R134a, #refrigerant, #refrigeranthandling, #agengineering, #acservice","@APAIRLtd, @bcagriservices",,hashtag_2025,positive
https://x.com/VA_TRAINING/status/1877316890999099864,2025-01-09 11:30:00,Why not order your PPE when you book your Pesticide Course? We offer a FREE nozzle with every PPE bundle ordered. Claim yours now.https://shorturl.at/uRVsi#lantra#cityandguilds,Unknown,Unknown,Unknown,Unknown,"#lantra, #cityandguilds",@VA_TRAINING,https://t.co/YMbnX1EC0u,hashtag_2025,positive
https://x.com/APAIRLtd/status/1882745945802309679,2025-01-24 11:03:07,"Our#Fgas#trainingis so good, we’ve even got technicians jumping on ferries to make the course!Thanks to@HuntForestGroupfor hosting Paul Hall this week & well done to the lads who took their#CityandGuildsexam with him.#R134a#refrigeranthandling#aircon#Ag",Unknown,Unknown,Unknown,Unknown,"#Fgas, #training, #CityandGuilds, #R134a, #refrigeranthandling, #aircon, #Ag","@APAIRLtd, @HuntForestGroup",,hashtag_2025,positive
https://x.com/VA_TRAINING/status/1881314482305069356,2025-01-20 12:15:00,"Today we have a PaSC course. This course prepares the trainee for the City and Guilds practical assessment, which, along with the Safe Use of Pesticides unit, qualifies the operator for the legislative certification.

Visithttp://vatraining.co.uk#training#cityandguilds",Unknown,Unknown,Unknown,Unknown,"#training, #cityandguilds",@VA_TRAINING,https://t.co/Xj5geT1N9q,hashtag_2025,neutral
https://x.com/APAIRLtd/status/1892588157251567733,2025-02-20 14:52:33,"As a@KubotaUKpartner, it was great to provide#aircontraining for#Pallisersof HerefordWith Paul Hall’s guidance their technicians successfully completed the#CityandGuildsaccredited course and are now officially#Fgaslicensed#kubota#r134a#refrigerant#acservice",Unknown,Unknown,Unknown,Unknown,"#aircon, #Pallisers, #CityandGuilds, #Fgas, #kubota, #r134a, #refrigerant, #acservice","@APAIRLtd, @KubotaUK",,hashtag_2025,positive
https://x.com/Learntechnique/status/1883924840006009324,2025-01-27 17:07:38,"Looking to kickstart your career in the electrical industry or upgrade your current skills?We're proud to be the UK's best electrical training company, fully accredited by City and Guilds, EAL, Logic and NET.#ElectricalTraining#CityAndGuilds#CareerGrowth",Unknown,Unknown,Unknown,Unknown,"#ElectricalTraining, #CityAndGuilds, #CareerGrowth",@Learntechnique,,hashtag_2025,positive
