Tweet URL,Created At,Text,Tweet ID,Likes,Retweets,Replies,Hashtags,Mentions,URLs,tag,sentiment
https://x.com/TheNationalStar/status/1309148837097869312,2020-09-24T15:13:00.000Z,"'It is really flexible and the skills that you learn have really helped me, and I can feel myself already using them.' Find out how you can enhance your teaching future by studying the@cityandguildsLevel 5 Diploma in Education and Training with us.http://bit.ly/2Q5HkiW",Unknown,Unknown,Unknown,Unknown,,"@TheNationalStar, @cityandguilds",https://t.co/Ql21vSZhVC,mention_2020,positive
https://x.com/jwilkinson__/status/1338800500964270088,2020-12-15T10:58:07.000Z,Can’t believe it’s been 8 years since I got a front page cover and a 4 page spread about our amazing industry.... next on the list looking to become a master mechanic with a masters degree...@greenkeepingmag@BIGGALtd@Bucksgolfclub@cityandguildscan anyone help?,Unknown,Unknown,Unknown,Unknown,,"@jwilkinson__, @greenkeepingmag, @BIGGALtd, @cityandguilds",,mention_2020,positive
https://x.com/DeirdreTalks/status/1319220231961718787,2020-10-22T10:13:07.000Z,Today another brilliant session led by@cityandguildsstarting 12.45 - 13.45 Why Inclusion is integral to reskilling Britain & our long-term recovery#LoveOurCollegesThere's a really powerful video that will make everyone stop & thinkhttps://dmhassociates.org/conference,Unknown,Unknown,Unknown,Unknown,#LoveOurColleges,"@DeirdreTalks, @cityandguilds",https://t.co/69ccLKrHL0,mention_2020,positive
https://x.com/faiths4change/status/1334491420640555008,2020-12-03T13:35:22.000Z,We had loads of fun rebuilding the rock garden at@StMichaelinL1this morning and learning about alpine plants@CroxtethCampus@HeatonIha@cityandguilds#girlsrock,Unknown,Unknown,Unknown,Unknown,#girlsrock,"@faiths4change, @StMichaelinL1, @CroxtethCampus, @HeatonIha, @cityandguilds",,mention_2020,positive
https://x.com/cityandguilds/status/1343845477935157249,2020-12-29T09:05:04.000Z,".@cityandguildshas worked in partnership with@PETA_trainingto establish an effective and reliable way of completing the#EngineeringEPA virtually during these challenging times, seeing two PETA apprentices becoming the first to do this successfully.http://ow.ly/o8am50CQ1l7",Unknown,Unknown,Unknown,Unknown,#Engineering,"@cityandguilds, @cityandguilds, @PETA_training",https://t.co/oaNOUeT1Hc,mention_2020,positive
https://x.com/DeirdreTalks/status/1319261140933857285,2020-10-22T12:55:41.000Z,Patrick Craven@cityandguildsis a wonderful chair leading a panel discussion on Why inclusion is integral to reskilling Britain & our long-term recovery,Unknown,Unknown,Unknown,Unknown,,"@DeirdreTalks, @cityandguilds",,mention_2020,positive
https://x.com/ZedTrafficker/status/1315598138200252419,2020-10-12T10:20:13.000Z,Decorating college#WALLPAPER@OneMinuteBriefs@cityandguilds,Unknown,Unknown,Unknown,Unknown,#WALLPAPER,"@ZedTrafficker, @OneMinuteBriefs, @cityandguilds",,mention_2020,neutral
https://x.com/cityandguilds/status/1339496820825870337,2020-12-17T09:05:03.000Z,"Department of Education for Gibraltar planned Hair and Beauty progression pathways next phase launches at Gibraltar College (@GibCollege). 

Learners will embark on the@cityandguildsLevel 2 Technical Award in#Hairdressing.http://ow.ly/FQoo50CNMun",Unknown,Unknown,Unknown,Unknown,#Hairdressing,"@cityandguilds, @GibCollege, @cityandguilds",https://t.co/LKnROc2haK,mention_2020,neutral
https://x.com/cityandguilds/status/1334841340757241859,2020-12-04T12:45:50.000Z,". @EAL_Awards and@cityandguildsare working in collaboration to develop a new suite of fundable#Constructionand#BuildingServicesEngineering qualifications in Wales, which will be available for first teaching from September 2021.https://skillsforwales.wales#skillsforwales",Unknown,Unknown,Unknown,Unknown,"#Construction, #BuildingServices, #skillsforwales","@cityandguilds, @cityandguilds",https://t.co/lGlPUECWuh,mention_2020,positive
https://x.com/TrainingZone/status/1329410855612583936,2020-11-19T13:07:01.000Z,The 2020 dilemma: how to solve the UK’s critical unemployment and skills shortage problemshttps://buff.ly/2H1rrZl#skills#education#training@cityandguilds,Unknown,Unknown,Unknown,Unknown,"#skills, #education, #training","@TrainingZone, @cityandguilds",https://t.co/GkrLl7HlHO,mention_2020,neutral
https://x.com/EALAwards/status/1338770784144289792,2020-12-15T09:00:02.000Z,"Missed our recent webinar for#BuildingServicesEngineering#Tlevels? Don't worry as we record all webinars so you wont miss out. 

Find the lastest recordings here:https://bit.ly/37RclQc@cityandguilds",Unknown,Unknown,Unknown,Unknown,"#BuildingServicesEngineering, #Tlevels","@EALAwards, @cityandguilds",https://t.co/zDBttNAaTN,mention_2020,positive
https://x.com/WACSworldchefs/status/1317450350673223681,2020-10-17T13:00:15.000Z,Are you a Culinary Educator? Do you want to showcase your teaching skills? Join Chef John Clancy for an introduction to the Certified Culinary Educator  badgeRegister todayhttps://bit.ly/31cvl97@cityandguilds|#ThisIsWorldchefs#Upskilling#Certification,Unknown,Unknown,Unknown,Unknown,"#ThisIsWorldchefs, #Upskilling, #Certification","@WACSworldchefs, @cityandguilds",https://t.co/sWvC6DSmlS,mention_2020,positive
https://x.com/MegannBudBDM/status/1303741697499836421,2020-09-09T17:06:57.000Z,"To my lovely customers, colleagues and friends! I cannot believe how quickly the time has come but I am now on maternity leave! If you need any@cityandguildssupport you have the lovely@appslevy_expert@cityandguildsjb@KerryDunkley@cook_shelleywho can help!",Unknown,Unknown,Unknown,Unknown,,"@MegannBudBDM, @cityandguilds, @appslevy_expert, @cityandguildsjb, @KerryDunkley, @cook_shelley",,mention_2020,positive
https://x.com/K_DonnellyCEO/status/1312057715636797440,2020-10-02T15:51:50.000Z,I am delighted to announce in the digital world we have all been tipped into that@cityandguildshave hit 50k Digital Credentials issued this year. Digital Credentials are the new skills and competency validation currency for the future -  great to be working with@credlyon this,Unknown,Unknown,Unknown,Unknown,,"@K_DonnellyCEO, @cityandguilds, @credly",,mention_2020,positive
https://x.com/Gen2Training/status/1317040828712452099,2020-10-16T09:52:57.000Z,Our Carlisle centre recently welcomed a cohort of engineering Access to Apprenticeship learners who will be taking part in the bursary scheme sponsored by@cityandguildsWe wish them all the best in their studies and thank @CityGuildsGroup for their support!,Unknown,Unknown,Unknown,Unknown,,"@Gen2Training, @cityandguilds",,mention_2020,positive
https://x.com/FutureRootsNet/status/1307575279611719685,2020-09-20T07:00:14.000Z,Just received another 24@cityandguildscertificates for our young ambassadors#FarmLife#educational@chrisloder,Unknown,Unknown,Unknown,Unknown,"#FarmLife, #educational","@FutureRootsNet, @cityandguilds, @chrisloder",,mention_2020,positive
https://x.com/FENews/status/1329464807624499200,2020-11-19T16:41:25.000Z,"5pm tonight,#SkillsWorldLivewith@TomBewickwill be joined by special guests @SusannaOneFile@OneFileUK| Mark Dawe@SkillsNetworkUK|@HIT_MD1@HITTraining| @Sean_Cos@Lifetime_UK| Martin Hottass@cityandguilds@CityGuildsGroup | @sashworth80@AELPUKhttps://fenews.co.uk/my-page/4331-skillsworld…",Unknown,Unknown,Unknown,Unknown,#SkillsWorldLive,"@FENews, @TomBewick, @OneFileUK, @SkillsNetworkUK, @HIT_MD1, @HITTraining, @Lifetime_UK, @cityandguilds, @AELPUK",https://t.co/tcFlHKdgi0,mention_2020,neutral
https://x.com/Padcraven/status/1326606858082283520,2020-11-11T19:24:56.000Z,Never been a more important time to celebrate this anniversary and purpose@cityandguilds@CityGuildsGroup,Unknown,Unknown,Unknown,Unknown,,"@Padcraven, @cityandguilds",,mention_2020,positive
https://x.com/AoCDavidH/status/1344351535384449027,2020-12-30T18:35:57.000Z,"Sadly, BTEC and other voc/tech students will feel that they have been overlooked in comms. Some of us have not forgotten them & are shouting about their needs with@educationgovuk@ofqual& with awarding organisations like@pearson@cityandguilds@ocrexams",Unknown,Unknown,Unknown,Unknown,,"@AoCDavidH, @educationgovuk, @ofqual, @pearson, @cityandguilds, @ocrexams",,mention_2020,negative
https://x.com/cityandguilds/status/1333942940679491584,2020-12-02T01:15:55.000Z,"Our very own Victoria Horrox had a fantastic time at TK Academy, Kuala Lumpur this week. The@cityandguildsapproved centre offers students the opportunity to learn directly from successful and award-winning chef lecturers, through a carefully designed syllabus,",Unknown,Unknown,Unknown,Unknown,,"@cityandguilds, @cityandguilds",,mention_2020,positive
https://x.com/cityandguilds/status/1334145323296575489,2020-12-02T14:40:06.000Z,".@cityandguildsin collaboration with specialist engineering awarding organisation @EAL_Awards, have been awarded the contracts to deliver three#engineeringand manufacturing T Levels, following a tender process.@HPMaghttp://ow.ly/2xVx50CwjtD",Unknown,Unknown,Unknown,Unknown,#engineering,"@cityandguilds, @cityandguilds, @HPMag",https://t.co/sDa8cyUXkL,mention_2020,neutral
https://x.com/HMSPWLS/status/1334206901618401281,2020-12-02T18:44:48.000Z,"Education opportunities are an important part of what the@RoyalNavycan offer our people. 

5 of our sailors have recently completed their@cityandguildsLevel 2 Functional Skills and are now eligible to promote to Petty Officer and above!#Education#Skills",Unknown,Unknown,Unknown,Unknown,"#Education, #Skills","@HMSPWLS, @RoyalNavy, @cityandguilds",,mention_2020,positive
https://x.com/cityandguilds/status/1337308652512874497,2020-12-11T08:10:03.000Z,"#ICYMI:@TomBewickand his featured guests including@cityandguildsTrustee Frank Douglas (@fdoug23), discuss diversity in FE, and what can be done about it?Catch-up >>https://fenews.co.uk/my-page/4331-skillsworld…#SkillsWorldLive@FENews",Unknown,Unknown,Unknown,Unknown,"#ICYMI, #SkillsWorldLive","@cityandguilds, @TomBewick, @cityandguilds, @fdoug23, @FENews",https://t.co/oWlN5P1rJO,mention_2020,neutral
